"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"D","Jakub Nakladal",2800,"Cgy@Min 07:00PM ET",1.483,"Cgy"
"LW","Raffi Torres",2700,"Tor@NJ 07:00PM ET",0,"Tor"
"LW","Chris Higgins",2700,"Edm@Van 10:00PM ET",1.292,"Van"
"D","Zbynek Michalek",2700,"Ari@SJ 10:30PM ET",1.521,"Ari"
"D","Paul Martin",2700,"Ari@SJ 10:30PM ET",1.613,"SJ"
"D","Tom Gilbert",2700,"TB@Mon 07:00PM ET",1.447,"Mon"
"LW","Brooks Laich",2700,"Tor@NJ 07:00PM ET",1.171,"Tor"
"D","Josh Gorges",2700,"Buf@NYI 07:30PM ET",1.734,"Buf"
"C","Nate Thompson",2700,"Anh@Col 05:30PM ET",1.122,"Anh"
"RW","Matt Moulson",2700,"Buf@NYI 07:30PM ET",1.376,"Buf"
"RW","Ryan White",2700,"Pit@Phi 03:00PM ET",1.563,"Phi"
"C","Jay Beagle",2700,"Was@StL 08:00PM ET",1.607,"Was"
"RW","Matt Halischuk",2700,"Wpg@LA 10:00PM ET",0.939,"Wpg"
"LW","Colin Wilson",2700,"Nsh@Dal 08:00PM ET",1.795,"Nsh"
"D","Justin Falk",2700,"Chi@Cls 07:00PM ET",1.222,"Cls"
"D","Paul Postma",2700,"Wpg@LA 10:00PM ET",0.500,"Wpg"
"RW","Viktor Stalberg",2700,"Det@NYR 12:30PM ET",1.662,"NYR"
"C","Jordan Schroeder",2700,"Cgy@Min 07:00PM ET",1.050,"Min"
"RW","Erik Condra",2700,"TB@Mon 07:00PM ET",0.949,"TB"
"D","Robert Bortuzzo",2700,"Was@StL 08:00PM ET",1.071,"StL"
"D","Steven Kampfer",2700,"Car@Fla 07:00PM ET",1.111,"Fla"
"RW","Gabriel Bourque",2700,"Nsh@Dal 08:00PM ET",1.300,"Nsh"
"RW","Ben Smith",2700,"Tor@NJ 07:00PM ET",0.924,"Tor"
"D","David Warsofsky",2700,"Tor@NJ 07:00PM ET",1.106,"NJ"
"D","Patrik Nemeth",2700,"Nsh@Dal 08:00PM ET",1.106,"Dal"
"D","Stephen Johns",2700,"Nsh@Dal 08:00PM ET",1.731,"Dal"
"C","Greg McKegg",2700,"Car@Fla 07:00PM ET",0.889,"Fla"
"LW","Teemu Pulkkinen",2700,"Det@NYR 12:30PM ET",1.415,"Det"
"D","Brayden McNabb",2700,"Wpg@LA 10:00PM ET",1.544,"LA"
"D","Joe Morrow",2700,"Ott@Bos 12:30PM ET",1.069,"Bos"
"LW","Miikka Salomaki",2700,"Nsh@Dal 08:00PM ET",1.117,"Nsh"
"D","Fredrik Claesson",2700,"Ott@Bos 12:30PM ET",1.567,"Ott"
"D","Jyrki Jokipakka",2700,"Cgy@Min 07:00PM ET",1.205,"Cgy"
"D","Chris Wideman",2700,"Ott@Bos 12:30PM ET",1.579,"Ott"
"D","Brian Dumoulin",2700,"Pit@Phi 03:00PM ET",1.456,"Pit"
"LW","Zemgus Girgensons",2700,"Buf@NYI 07:30PM ET",1.662,"Buf"
"LW","Jordan Martinook",2700,"Ari@SJ 10:30PM ET",1.644,"Ari"
"D","Adam Pelech",2700,"Buf@NYI 07:30PM ET",1.450,"NYI"
"LW","Nic Petan",2700,"Wpg@LA 10:00PM ET",0.833,"Wpg"
"RW","Hudson Fasching",2700,"Buf@NYI 07:30PM ET",1.250,"Buf"
"D","Viktor Svedberg",2700,"Chi@Cls 07:00PM ET",1.611,"Chi"
"RW","Daniel Carr",2700,"TB@Mon 07:00PM ET",1.957,"Mon"
"LW","Melker Karlsson",2700,"Ari@SJ 10:30PM ET",1.838,"SJ"
"C","Olli Jokinen",2600,"Was@StL 08:00PM ET",0,"StL"
"D","Brad Stuart",2600,"Anh@Col 05:30PM ET",0.389,"Col"
"D","Willie Mitchell",2600,"Car@Fla 07:00PM ET",1.446,"Fla"
"C","Shawn Horcoff",2600,"Anh@Col 05:30PM ET",1.466,"Anh"
"LW","Scottie Upshall",2600,"Was@StL 08:00PM ET",1.403,"StL"
"RW","Shawn Thornton",2600,"Car@Fla 07:00PM ET",0.540,"Fla"
"D","Matt Greene",2600,"Wpg@LA 10:00PM ET",0.667,"LA"
"D","Mark Stuart",2600,"Wpg@LA 10:00PM ET",1.352,"Wpg"
"D","Marc Methot",2600,"Ott@Bos 12:30PM ET",1.500,"Ott"
"C","Kyle Brodziak",2600,"Was@StL 08:00PM ET",0.962,"StL"
"LW","Rene Bourque",2600,"Chi@Cls 07:00PM ET",1.320,"Cls"
"D","Jakub Kindl",2600,"Car@Fla 07:00PM ET",1.160,"Fla"
"C","Adam Cracknell",2600,"Edm@Van 10:00PM ET",1.135,"Edm"
"LW","Ryan Carter",2600,"Cgy@Min 07:00PM ET",1.234,"Min"
"LW","Cal O'Reilly",2600,"Buf@NYI 07:30PM ET",1.065,"Buf"
"LW","Derek Dorsett",2600,"Edm@Van 10:00PM ET",1.345,"Van"
"LW","Nikolay Kulemin",2600,"Buf@NYI 07:30PM ET",1.494,"NYI"
"D","Brendan Smith",2600,"Det@NYR 12:30PM ET",1.418,"Det"
"D","Mike Weber",2600,"Was@StL 08:00PM ET",1.082,"Was"
"D","Michael Kostka",2600,"Ott@Bos 12:30PM ET",1.179,"Ott"
"D","Luca Sbisa",2600,"Edm@Van 10:00PM ET",1.359,"Van"
"D","Yannick Weber",2600,"Edm@Van 10:00PM ET",1.140,"Van"
"LW","Brandon Mashinter",2600,"Chi@Cls 07:00PM ET",0.528,"Chi"
"RW","Andrew Desjardins",2600,"Chi@Cls 07:00PM ET",1.353,"Chi"
"LW","Paul Byron",2600,"TB@Mon 07:00PM ET",1.394,"Mon"
"D","Brian Strait",2600,"Buf@NYI 07:30PM ET",1.079,"NYI"
"LW","Zac Rinaldo",2600,"Ott@Bos 12:30PM ET",0.609,"Bos"
"D","Eric Gelinas",2600,"Anh@Col 05:30PM ET",0.981,"Col"
"C","Marcus Kruger",2600,"Chi@Cls 07:00PM ET",1.095,"Chi"
"D","Erik Gudbranson",2600,"Car@Fla 07:00PM ET",1.348,"Fla"
"D","Jon Merrill",2600,"Tor@NJ 07:00PM ET",0.946,"NJ"
"D","Martin Marincin",2600,"Tor@NJ 07:00PM ET",1.035,"Tor"
"D","Anthony Bitetto",2600,"Nsh@Dal 08:00PM ET",1.037,"Nsh"
"D","Mark Borowiecki",2600,"Ott@Bos 12:30PM ET",0.971,"Ott"
"D","Zach Redmond",2600,"Anh@Col 05:30PM ET",0.864,"Col"
"RW","Mike Sislo",2600,"Tor@NJ 07:00PM ET",1.583,"NJ"
"RW","Tyler Randell",2600,"Ott@Bos 12:30PM ET",0.633,"Bos"
"D","Ryan Murphy",2600,"Car@Fla 07:00PM ET",1.459,"Car"
"LW","Phillip Danault",2600,"TB@Mon 07:00PM ET",1.440,"Mon"
"D","Joel Edmundson",2600,"Was@StL 08:00PM ET",1.317,"StL"
"RW","Andy Andreoff",2600,"Wpg@LA 10:00PM ET",0.828,"LA"
"D","Alexey Marchenko",2600,"Det@NYR 12:30PM ET",1.357,"Det"
"LW","Brian Flynn",2600,"TB@Mon 07:00PM ET",1.422,"Mon"
"C","Luke Glendening",2600,"Det@NYR 12:30PM ET",1.606,"Det"
"RW","Tom Wilson",2600,"Was@StL 08:00PM ET",1.563,"Was"
"D","Jake McCabe",2600,"Buf@NYI 07:30PM ET",1.506,"Buf"
"LW","Cedric Paquette",2600,"TB@Mon 07:00PM ET",1.190,"TB"
"LW","Joseph Blandisi",2600,"Tor@NJ 07:00PM ET",1.634,"NJ"
"D","Viktor Loov",2600,"Tor@NJ 07:00PM ET",0.357,"Tor"
"D","Andrej Sustr",2600,"TB@Mon 07:00PM ET",1.404,"TB"
"D","Brett Pesce",2600,"Car@Fla 07:00PM ET",1.725,"Car"
"LW","Tobias Lindberg",2600,"Tor@NJ 07:00PM ET",2.000,"Tor"
"RW","Josh Jooris",2600,"Cgy@Min 07:00PM ET",1.419,"Cgy"
"RW","Patrick Brown",2600,"Car@Fla 07:00PM ET",1.714,"Car"
"RW","Garnet Hathaway",2600,"Cgy@Min 07:00PM ET",1.500,"Cgy"
"C","Pierre-Edouard Bellemare",2600,"Pit@Phi 03:00PM ET",1.569,"Phi"
"LW","Jared McCann",2600,"Edm@Van 10:00PM ET",1.420,"Van"
"RW","Jiri Sekac",2600,"Ari@SJ 10:30PM ET",0.949,"Ari"
"D","Nikita Tryamkin",2600,"Edm@Van 10:00PM ET",1.750,"Van"
"RW","Dainius Zubrus",2500,"Ari@SJ 10:30PM ET",0.804,"SJ"
"D","Chris Phillips",2500,"Ott@Bos 12:30PM ET",0,"Ott"
"C","David Legwand",2500,"Buf@NYI 07:30PM ET",0.930,"Buf"
"D","Stephane Robidas",2500,"Tor@NJ 07:00PM ET",0,"Tor"
"C","Scott Gomez",2500,"Ott@Bos 12:30PM ET",0.829,"Ott"
"RW","Eric Boulton",2500,"Buf@NYI 07:30PM ET",0.067,"NYI"
"D","Andrew Ference",2500,"Edm@Van 10:00PM ET",0.265,"Edm"
"D","Barret Jackman",2500,"Nsh@Dal 08:00PM ET",1.083,"Nsh"
"RW","Chris Neil",2500,"Ott@Bos 12:30PM ET",0.861,"Ott"
"C","Derek MacKenzie",2500,"Car@Fla 07:00PM ET",1.307,"Fla"
"C","Jarret Stoll",2500,"Cgy@Min 07:00PM ET",1.000,"Min"
"LW","Eric Nystrom",2500,"Nsh@Dal 08:00PM ET",1.043,"Nsh"
"RW","Jordin Tootoo",2500,"Tor@NJ 07:00PM ET",1.070,"NJ"
"C","Boyd Gordon",2500,"Ari@SJ 10:30PM ET",0.910,"Ari"
"C","Vernon Fiddler",2500,"Nsh@Dal 08:00PM ET",1.580,"Dal"
"D","Fedor Tyutin",2500,"Chi@Cls 07:00PM ET",0.833,"Cls"
"D","Carlo Colaiacovo",2500,"Buf@NYI 07:30PM ET",0.738,"Buf"
"LW","Travis Moen",2500,"Nsh@Dal 08:00PM ET",0.471,"Dal"
"C","Paul Gaustad",2500,"Nsh@Dal 08:00PM ET",0.804,"Nsh"
"D","Rob Scuderi",2500,"Wpg@LA 10:00PM ET",1.064,"LA"
"RW","R.J. Umberger",2500,"Pit@Phi 03:00PM ET",1.000,"Phi"
"C","Jay McClement",2500,"Car@Fla 07:00PM ET",0.918,"Car"
"C","Dominic Moore",2500,"Det@NYR 12:30PM ET",1.272,"NYR"
"RW","Tuomo Ruutu",2500,"Tor@NJ 07:00PM ET",0.488,"NJ"
"C","Gregory Campbell",2500,"Chi@Cls 07:00PM ET",1.000,"Cls"
"C","Matt Stajan",2500,"Cgy@Min 07:00PM ET",1.196,"Cgy"
"D","Braydon Coburn",2500,"TB@Mon 07:00PM ET",1.383,"TB"
"RW","Steve Bernier",2500,"Buf@NYI 07:30PM ET",0.789,"NYI"
"C","Mike Richards",2500,"Was@StL 08:00PM ET",1.037,"Was"
"D","Matthew Carle",2500,"TB@Mon 07:00PM ET",1.219,"TB"
"LW","Chris Thorburn",2500,"Wpg@LA 10:00PM ET",1.000,"Wpg"
"LW","Max Talbot",2500,"Ott@Bos 12:30PM ET",1.000,"Bos"
"LW","Ryane Clowe",2500,"Tor@NJ 07:00PM ET",0,"NJ"
"D","Ladislav Smid",2500,"Cgy@Min 07:00PM ET",0.710,"Cgy"
"RW","Kyle Chipchura",2500,"Ari@SJ 10:30PM ET",0.788,"Ari"
"LW","Lauri Korpikoski",2500,"Edm@Van 10:00PM ET",1.719,"Edm"
"C","John Mitchell",2500,"Anh@Col 05:30PM ET",1.780,"Col"
"LW","David Clarkson",2500,"Chi@Cls 07:00PM ET",1.000,"Cls"
"LW","Brandon Prust",2500,"Edm@Van 10:00PM ET",0.865,"Van"
"D","Nicklas Grossmann",2500,"Ari@SJ 10:30PM ET",1.221,"Ari"
"C","Jack Skille",2500,"Anh@Col 05:30PM ET",1.336,"Col"
"D","Clayton Stoner",2500,"Anh@Col 05:30PM ET",1.056,"Anh"
"LW","Bryan Bickell",2500,"Chi@Cls 07:00PM ET",0.672,"Chi"
"RW","Daniel Winnik",2500,"Was@StL 08:00PM ET",1.513,"Was"
"LW","Drew Miller",2500,"Det@NYR 12:30PM ET",1.167,"Det"
"LW","Mike Blunden",2500,"TB@Mon 07:00PM ET",1.000,"TB"
"D","Jonathan Ericsson",2500,"Det@NYR 12:30PM ET",1.250,"Det"
"RW","Cody Bass",2500,"Nsh@Dal 08:00PM ET",0.474,"Nsh"
"LW","Jiri Tlusty",2500,"Tor@NJ 07:00PM ET",1.109,"NJ"
"C","Trevor Lewis",2500,"Wpg@LA 10:00PM ET",1.851,"LA"
"RW","Mike Brown",2500,"TB@Mon 07:00PM ET",0.781,"Mon"
"D","Kyle Cumiskey",2500,"Chi@Cls 07:00PM ET",0,"Chi"
"RW","Cody McLeod",2500,"Anh@Col 05:30PM ET",1.031,"Col"
"RW","John Scott",2500,"TB@Mon 07:00PM ET",0.750,"Mon"
"LW","Tom Sestito",2500,"Pit@Phi 03:00PM ET",0.833,"Pit"
"RW","Jared Boll",2500,"Chi@Cls 07:00PM ET",0.542,"Cls"
"RW","David Jones",2500,"Cgy@Min 07:00PM ET",1.375,"Min"
"RW","Ryan Reaves",2500,"Was@StL 08:00PM ET",0.442,"StL"
"RW","Cal Clutterbuck",2500,"Buf@NYI 07:30PM ET",1.554,"NYI"
"LW","Mike Santorelli",2500,"Anh@Col 05:30PM ET",1.310,"Anh"
"LW","Matt Hendricks",2500,"Edm@Van 10:00PM ET",1.363,"Edm"
"LW","Tanner Glass",2500,"Det@NYR 12:30PM ET",0.850,"NYR"
"LW","Chris Porter",2500,"Cgy@Min 07:00PM ET",0.672,"Min"
"D","Andrew Bodnarchuk",2500,"Anh@Col 05:30PM ET",0.605,"Col"
"LW","Jesse Winchester",2500,"Anh@Col 05:30PM ET",0,"Col"
"RW","Kevin Porter",2500,"Pit@Phi 03:00PM ET",0.826,"Pit"
"LW","Nathan Gerbe",2500,"Car@Fla 07:00PM ET",1.188,"Car"
"LW","Micheal Haley",2500,"Ari@SJ 10:30PM ET",0.476,"SJ"
"RW","Stephen Gionta",2500,"Tor@NJ 07:00PM ET",0.877,"NJ"
"RW","Viktor Tikhonov",2500,"Ari@SJ 10:30PM ET",0.742,"Ari"
"D","Taylor Chorney",2500,"Was@StL 08:00PM ET",0.932,"Was"
"C","Nick Spaling",2500,"Ari@SJ 10:30PM ET",1.292,"SJ"
"LW","Dwight King",2500,"Wpg@LA 10:00PM ET",1.293,"LA"
"D","Andrew Campbell",2500,"Tor@NJ 07:00PM ET",1.100,"Tor"
"D","Alex Grant",2500,"Ari@SJ 10:30PM ET",0.600,"Ari"
"RW","Anthony Peluso",2500,"Wpg@LA 10:00PM ET",0.368,"Wpg"
"D","Jamie McBain",2500,"Wpg@LA 10:00PM ET",1.058,"LA"
"LW","Luke Gazdic",2500,"Edm@Van 10:00PM ET",0.359,"Edm"
"LW","Joe Vitale",2500,"Ari@SJ 10:30PM ET",0.250,"Ari"
"D","T.J. Brennan",2500,"Tor@NJ 07:00PM ET",1.583,"Tor"
"D","Matt Taormina",2500,"TB@Mon 07:00PM ET",0.300,"TB"
"D","Victor Bartley",2500,"TB@Mon 07:00PM ET",0.658,"Mon"
"D","Carl Gunnarsson",2500,"Was@StL 08:00PM ET",1.438,"StL"
"LW","Magnus Paajarvi",2500,"Was@StL 08:00PM ET",1.469,"StL"
"C","Jacob Josefson",2500,"Tor@NJ 07:00PM ET",1.593,"NJ"
"RW","Jordan Caron",2500,"Was@StL 08:00PM ET",0.083,"StL"
"LW","Matt Martin",2500,"Buf@NYI 07:30PM ET",1.238,"NYI"
"LW","Kyle Clifford",2500,"Wpg@LA 10:00PM ET",1.053,"LA"
"D","Nate Prosser",2500,"Cgy@Min 07:00PM ET",0.849,"Min"
"D","Eric Gryba",2500,"Edm@Van 10:00PM ET",1.446,"Edm"
"D","Patrick Wiercioch",2500,"Ott@Bos 12:30PM ET",1.119,"Ott"
